,AG_S000,AG_S001,AG_S002,AG_S003,AG_S004,AG_S005,AG_S006,AG_S007,AG_S008,AG_S009,AG_S010,AG_S011,AG_S012,AG_S013,AG_S014,AG_S015,AG_S016,AG_S017,AG_S018,AG_S019,AG_S020,AG_S021,AG_S022,AG_S023,AG_S024,AG_S025,AG_S026,AG_S027,AG_S028,AG_S029
Roseburia_OTU4,0.0004782515124704082,0.015158742778396142,0.0056372652905522826,0.0005401689255549008,2.875711738655317e-05,0.041611772601854384,0.015982669394632325,0.0063896689142607325,0.00032190568163528087,0.0037510656436487637,9.738994935722633e-05,0.0011432530746578902,0.002259961383184132,0.024534997552618697,0.011839541125859469,0.0012809929118392212,0.00011142888979682799,0.013573795564618914,0.0006104221551114824,0.0006244855090976185,0.0047924636965732854,0.0,0.005163721795311047,2.5707601737833877e-05,0.04798087899543379,0.0003174060600141612,0.00202277061781194,0.01368912289098959,0.009644837100979672,0.0003875559313673678
Roseburia_OTU5,0.0012434539324230613,0.002305612975035777,0.001186792692747849,0.006285602042820664,0.03102892966009087,0.02177533620025355,0.02171139728005777,0.030552706361083554,0.0027183146449201497,0.02091503267973856,4.869497467861317e-05,0.0011778971072232808,0.048249078462348605,0.0006424375917767988,0.017060705224840975,0.03359048079933958,0.0025257215020614344,0.027083864389497832,0.024673906059243078,0.0027817990859803003,0.005450656135587643,0.04363090687731816,0.005383975331603935,0.0008226432556106841,0.008597317351598174,9.766340308128037e-05,0.0039010576200658844,0.003374416656694986,0.01572032503860466,0.03119825247507311
Ruminococcus_OTU0,0.0012195413567995409,0.005114750622780516,0.006908828889924978,0.0017187193085837753,0.019468568470696498,0.006487857018568694,0.014514381995426645,0.006238334650501926,0.03417565320027899,0.0017618641659562376,0.0015095442150370082,3.464403256539061e-05,0.008293838862559242,0.0013460597161037689,0.09960657425451337,0.018133166329812975,0.00390001114288898,0.0010514912057099158,0.003019983293709439,0.031167504044962956,0.05475338352050681,0.035816416093320876,0.0,0.011028561145530734,0.002033390410958904,0.005566813975632981,0.0006646246315667804,0.00014359219815723346,0.0014682429182593726,0.004051721100658845
Ruminococcus_OTU1,0.004352088763480715,0.0003710181798908146,0.012418937820539992,0.0013258691809074838,0.002012998217058722,0.0007208730020631883,0.002647731375616801,0.0210018328260833,0.0022175724734874902,0.014009661835748793,0.0001460849240358395,0.006998094578208903,0.014437423205195718,0.012175721977484092,0.009192190315108284,0.013265393264823934,0.004828585224529213,0.013701249044098904,0.006971663561010088,0.038093616054954725,0.006664198445020363,0.014864520513038307,0.00046497968772943077,0.014858993804467981,0.000677796803652968,0.011084796249725321,0.0027162919724903196,0.023668780662917315,0.014606485583373414,0.01733431983934045
Ruminococcus_OTU2,0.029627681197541788,0.01044151163407007,0.00012715635993726954,0.023178157532901197,0.006901708172772761,0.0,0.011601877482248165,0.0004540027912764204,0.0028256165387985765,0.01568627450980392,0.0006330346708219712,6.928806513078123e-05,0.023060382657539055,0.02704356338717572,0.000551531418906497,0.01024794329471377,0.03394866842476693,0.0,0.0009638244554391826,0.00224247069175963,0.015364679748241392,0.003256037826665534,0.0001468356908619255,0.0019280701303375407,0.001141552511415525,0.012915985057499328,0.00011558689244639658,0.0046906784731362925,0.010125813229374983,0.00044040446746291796
Ruminococcus_OTU3,0.018269207776369593,0.017861875231886364,0.006951214343237401,0.0026517383618149676,0.005003738425260252,0.013348579383032142,0.012179564327837285,0.005178994804190278,0.014682475812364756,0.005711849957374254,0.020062329567588626,0.0,0.014415481832543445,0.0,0.02014928117071736,0.008283754163226964,3.714296326560933e-05,3.186336986999745e-05,0.006746771188074279,0.0031791989554060575,0.01433625406228146,0.013675358871995244,0.003426166120111595,0.0030592046068022316,0.0009275114155251141,0.00263691188319457,0.023493035889730104,0.01682421921742252,0.0005062906614687492,0.012260860374167636
Ruminococcus_OTU4,0.025442980463425715,0.0017225844066359251,0.0008900945195608867,0.0,0.024759878069822282,0.013895448557011112,0.005391743892165122,0.06418254275192951,0.0007868805551084643,0.01707871554418869,0.0029703934553954032,0.00038108435821929674,0.0020624890293136737,0.006118453255017132,0.009633415450233482,0.004896239574141023,0.002377149648998997,0.011789446851899057,0.005493799396003341,0.00888472565216157,0.00259163272861903,0.03672244401030607,0.005016886104449121,0.005270058356255945,0.0026041666666666665,0.008521131918841712,0.0032653297116107035,0.012755773602967571,0.0016707591828468724,1.7616178698516717e-05
Ruminococcus_OTU5,0.0005021640880939286,0.013038638893305771,0.0018649599457466197,0.0028481634256531134,0.0010352562259159143,0.05140570235402322,0.0035624022144662413,0.03336079769971919,0.00041132392653397,0.0,0.014121542656797818,0.00020786419539234368,0.0014261892223977532,0.008045766030347528,0.034746479391109315,0.039568447721255944,0.0,0.004715778740759622,0.014778641650067467,0.002214084986800647,0.017524373688757252,0.008012684390837794,2.447261514365425e-05,0.006504023239671971,0.007313070776255708,0.006519032155675465,5.779344622319829e-05,0.000622232858681345,0.045287699668379616,0.0029595180213508087
Lactobacillus_OTU0,0.08206795953992205,0.0065723220437801455,0.0029669817318696222,0.0034374386171675507,0.005550123655604762,0.043401526262149194,0.0013720062582741606,0.002337273629163794,0.004327843053096554,0.004347826086956522,0.07051032333463186,0.0046769443963277325,2.1941372652273127e-05,0.005139500734214391,0.0186417619590396,0.0,0.0002600007428592653,0.004429008411929646,0.001831266465334447,0.0035198274149138495,0.0027973178658110163,0.03675075738271186,0.002643042435514659,0.017455461579989204,0.01598173515981735,0.017921234465414947,0.0,0.0020102907742012683,0.016581019163101538,0.007504492125568122
Lactobacillus_OTU1,0.024247351682249695,0.001802088302326814,0.009197643368795829,0.013995285798467885,0.014004716167251395,0.0004722961048000199,0.0014201468287399206,0.016680398849859595,0.014610941216445803,0.008155726058539358,0.008862485391507597,0.002113285986488827,0.002830437072143233,0.0018049437102300538,7.353752252086627e-05,0.015030316832246862,0.008282880808230881,0.021794544991078257,0.001831266465334447,0.038093616054954725,0.009173557118762598,0.03915739403720377,0.0002447261514365425,0.0002313684156405049,0.001605308219178082,0.019312937959323193,0.0,0.0364724183319373,0.01602409943548591,0.007522108304266638
Lactobacillus_OTU2,0.08522441952222674,0.01926644405575873,0.009494341541982792,0.0003928501276762915,0.0012365560476217865,0.05916130154863407,0.003297629076904561,0.034958214928284374,0.004667632383711573,0.009178743961352657,0.028486560186988703,0.003637623419366014,0.0,0.0020802741067058247,0.002684119572011619,0.0003985311281277577,0.018385766816476617,0.008157022686719348,0.0053652894686114505,0.0014192852479491327,0.0,0.008069311135649368,0.0013459938329009838,0.006966760070952981,0.015232591324200913,0.0012452083892863248,0.0,0.0163216465238722,0.0008860086575703111,0.0025895782686819577
Lactobacillus_OTU3,0.010354145244984337,0.016192293422377695,0.008646632475734328,0.0003928501276762915,0.02205670903548628,0.002883492008252753,0.02464797207846913,0.03003144389702544,0.00014306919183790261,0.04234157431088378,0.010225944682508765,0.004053351810150702,0.00638493944181148,0.010370778267254039,0.012060153693422069,0.0,0.007094305983731382,0.017142492990058628,0.013365032448756666,0.016605637401004854,0.03064708544160599,0.04193210453297092,0.0004160344574421223,0.05131237306871642,0.03813498858447489,0.001587030300070806,0.0021094607871467376,0.0034222807227473973,0.005898286206110929,0.006746996441531903
Lactobacillus_OTU4,0.0050933786078098476,0.0001590077913817777,0.013309032340100878,0.06668630917305048,0.02346580778742739,0.006264137811031843,0.009700324948850644,0.026769349767113385,0.03478369726559007,0.012475134981528843,0.0,3.464403256539061e-05,0.0001535896085659119,0.007219774840920215,0.08210464389454719,8.539952745594807e-05,0.004160011885748245,0.002963293397909763,0.00025701985478378205,0.006131312271140253,0.004874737751450081,0.03001217475013449,0.001762028290343106,0.001285380086891694,0.002960901826484018,9.766340308128037e-05,0.0,0.001866698576044035,0.023466572159076524,0.03907268435331008
Lactobacillus_OTU5,0.04213395824864296,0.004346212964435258,0.0010172508794981563,0.003241013553329405,0.008742163685512165,0.00017400382808421786,0.0009628114093152004,0.0020009752652553345,0.019260689951177638,0.012020460358056265,0.030190884300740163,0.0014550493677464057,0.018496577145866246,0.009422418012726383,0.0014707504504173255,2.8466509151982692e-05,0.03729153511867177,0.020424420086668366,0.01689905545203367,0.004683641318232138,0.014747624336665432,0.0060024349500268975,0.00097890460574617,0.009640350651687704,0.0072417237442922375,0.01076739018971116,0.006704039761891002,0.0003350484623668781,0.0035946636964281193,0.013617306133953422
Blautia_OTU0,0.000645639541835051,0.009937986961361106,0.012885177806976646,0.00220978196817914,0.001322827399781446,0.0032066419746948718,0.015453123119508966,0.0003194834457130366,0.016059516783804566,0.019153168513782324,0.002629528632645111,0.00010393209769617184,0.012462699666491136,0.03359030837004405,0.01441335441408979,0.017962367274901078,0.00018571481632804665,0.002612796329339791,0.0032770031484932213,0.0,0.006293965198074787,0.0215464764008041,0.0002447261514365425,0.020643204195480602,0.00442351598173516,0.002417169226261689,2.8896723111599146e-05,0.0036376690199832478,0.022707136166873403,0.0024838811964908573
Blautia_OTU1,0.01518448552093546,0.0009805480468542958,0.00042385453312423176,0.00839717147908073,0.0014666129867142118,0.014243456213179547,0.005945360452521363,0.02584452926636512,0.0025215945061430336,0.0015061096902529128,0.014803272302298403,0.002217218084184999,0.009105669650693347,0.00030592266275085656,0.0015810567341986248,0.00045546414643172307,0.00044571555918731197,0.0009240377262299261,0.006329113924050633,0.01121235345879815,0.027520671356287794,0.06798040714629519,0.0026675150506583136,0.00344481863286974,0.009703196347031963,0.0031252288986009717,0.017395827313182684,9.572813210482231e-05,0.024276637217426525,0.01277172955642462
Blautia_OTU2,0.0029890719529400514,0.017861875231886364,0.008689017929046751,0.0001473187978786093,0.00353712543854604,0.003281215043873822,0.0010831628354796004,0.0010761547645070707,0.011838975624586441,0.0004830917874396135,0.005892091936112193,0.01018534557422484,8.77654906090925e-05,0.0010401370533529124,0.0007721439864690958,0.01386318995701557,0.006277160791887977,0.0162184552638287,0.0009316969735912099,0.02148797865394987,0.012073717553169609,0.018120558339703843,0.003132494738387744,0.04789326203758451,0.002960901826484018,0.0012207925385160046,2.8896723111599146e-05,0.019552470982409954,0.021390780447054655,0.009847443892470845
Blautia_OTU3,0.009708505703149286,0.0004505220755817035,0.003348450811681431,0.0008348065213121195,0.016621613849427733,4.971537945263367e-05,0.002551450234685281,0.029173883069058867,0.0007868805551084643,0.0008240977550440466,0.004382547721075185,0.0005889485536116404,0.009983324556784273,0.002936857562408223,0.00444902011251241,0.010817273477753422,0.011031460089885972,0.0010833545755799133,0.009766754481783718,0.018337165403502796,0.03218972397054589,0.0,0.0006852332240223191,0.040489472737088354,0.010273972602739725,0.00043948531386576165,0.0031497428191643068,0.010195046069163575,0.015036832645621851,0.006852693513723003
Blautia_OTU4,0.013199741744183266,0.03651878942068161,0.00021192726656211588,0.005352582989589472,0.009317306033243229,0.02276964378930622,0.02712721145745577,0.04543390896403289,0.02246186311855071,0.030861040068201194,0.015777171795870668,0.00010393209769617184,0.036093558012989295,0.006822075379344102,0.009155421553847852,0.007002761251387742,0.028488652824722356,0.02800790211572776,0.0062006039966587415,2.8385704958982655e-05,0.024332551729812003,0.0188850193946601,0.011404238656942881,0.010360163500347052,0.008026541095890412,0.014380936103718534,0.01184765647575565,0.02390810099317937,0.037009847353365564,0.024187013353063454
Blautia_OTU5,0.017934431717640305,0.009858483065670217,0.005510108930615013,0.019544293851895503,2.875711738655317e-05,0.0071092992617266156,0.0,0.020278791343680113,0.0,2.841716396703609e-05,0.020744059213089208,0.000623592586177031,0.00035106196243637,0.0035487028879099365,0.0008824502702503953,0.01500185032309488,0.010845745273557925,0.0005098139179199592,0.00016063740923986377,2.8385704958982655e-05,0.005779752355094821,0.003142784337042385,0.005016886104449121,0.00012853800868916937,0.02639840182648402,0.01611446150841126,0.019476391377217822,0.001699174344860596,0.008227223248867174,0.001004122185815453
Eubacterium_OTU0,0.02675817212271934,0.012243599936396883,0.0001695418132496927,0.0027990571596935767,0.00011502846954621269,0.003952372666484377,0.019689493320495847,0.05804509761060012,0.003147522220433857,0.020233020744529696,0.006086871834826646,3.464403256539061e-05,0.0010093031420045637,0.006669114047968674,0.005552082950325403,0.005607902302940591,0.0019685770530772943,0.007902115727759368,0.00629698644220266,0.005989383746345341,0.011004154839771279,0.00370905178515813,0.0006852332240223191,0.001079719272989023,0.0017480022831050227,0.023561295993358888,0.008264462809917356,0.013713054924015795,0.003468091031060932,0.0051086918225698484
Eubacterium_OTU1,0.00987589373251393,0.013754173954523772,0.020768872123087357,0.006187389510901591,0.03646402484614942,0.003629222700042258,0.00033698399326032014,0.01557061424896168,0.006974623102097752,0.02239272520602444,0.007060771328398909,0.0016282695305733588,0.012594347902404775,0.009024718551150269,0.016435636283413612,0.00017079905491189615,0.0,0.010228141728269182,0.0028272184026216026,0.0030940418405291095,0.01020198280472253,0.03958209462329058,0.00022025353629288825,0.02102881822154811,0.045234018264840185,0.004492516541738897,0.02496676876842166,0.010721550795740099,0.0013416702528921854,0.00815629073741324
Eubacterium_OTU2,0.0008369401468232143,0.013038638893305771,0.0192006103505277,0.0,0.023091965261402198,0.010489945064505705,0.013214586592851124,0.018042407223688856,0.01316236564908704,0.006479113384484228,0.00798597584729256,0.0004850164559154686,0.010027207302088819,0.010860254527655409,0.00433871382873111,0.010760340459449458,0.003937154106154589,0.003791741014529697,0.00478699479534794,0.0009367282636464277,0.007733761158418693,0.0007361476825504685,0.002447261514365425,0.005938456001439625,0.0004280821917808219,0.0008789706277315233,0.028954516557822343,0.016130190259662558,0.014302711186492165,0.017246238945847866
Eubacterium_OTU3,0.0029651593773165306,0.005326761011289553,0.01055397787479337,0.010115890787664505,0.004859952838327486,0.019985582539958736,0.0,1.681491819542298e-05,0.007618434465368314,0.0037794828076158,0.017871055707051033,0.0017668456608349213,0.007723363173600141,0.033804454233969654,0.023532007206677207,0.0012240598935352558,0.00018571481632804665,0.04868722916135611,0.007132300970249952,0.0031508132504470747,0.0001645481097535892,0.019422973470370055,0.002251480593216191,0.051415203475667755,0.034317922374429224,0.009815172009668676,0.0,0.00665310518128515,0.006936182062121864,0.0013035972236902372
Eubacterium_OTU4,0.04292307324421914,0.015423755764032437,0.011655999660916374,0.0421822824592418,8.627135215965952e-05,0.0029829227671580205,0.004284510771452641,0.008407459097711489,0.003201173167373071,0.021824381926683716,0.011394624074795481,0.0026329464749696866,0.006209408460593295,0.008688203622124326,0.010405559436702577,0.015400381451222637,0.008505738587824536,0.00019118021921998472,0.0086101651352567,0.006159697976099237,0.00018511662347278786,0.06899968855290353,0.000391561842298468,0.0,0.02964469178082192,0.006909685768000586,0.006588452869444605,0.005863348091420366,0.020580715388704655,0.0030475989148433923
Eubacterium_OTU5,0.0024390827135990817,5.300259712725924e-05,0.001695418132496927,0.01694166175604007,0.0006038994651176166,0.010340798926147804,0.0012516548321097605,0.0003867431184947285,0.000608044065311086,0.002813299232736573,0.026343981301129724,0.007171314741035857,0.007986659645427418,0.00908590308370044,0.003787182409824613,0.0006262632013436192,0.003714296326560933,0.0025172062197297987,0.004240827603932404,0.006074540861222289,0.010140277263564935,0.007078343101446814,0.004502961186432382,0.002879251394637394,0.0045305365296803655,0.004272773884806016,0.013552563139339998,0.008376211559171952,0.048629218034073364,0.004967762392981715
Clostridium_OTU0,0.0,0.03121852970795569,0.0014834908659348111,0.02784325279905716,0.005233795364352678,0.004896964876084417,7.221085569864003e-05,0.054900707908056026,0.011642255485809324,0.000312588803637397,0.0041390728476821195,0.0,0.008030542390731964,0.0004894762604013706,0.00018384380630216568,0.005437103248028694,0.0017457192734836385,0.012458577619169003,0.00864229261710467,0.00017031422975389594,0.013801472705582294,0.006681955887765792,0.007855709461113015,0.008046479343942004,0.0007491438356164383,0.003271724003222892,0.008293359533028954,0.010960871126002154,0.03597195149735463,0.016224500581333897
Clostridium_OTU1,0.005715105574021378,0.0008215402554725182,0.021023184842961895,0.006138283244942055,0.005406338068671996,0.005195257152800219,0.017162113371043446,0.01173681290040524,0.0012518554285816479,0.0077578857630008526,0.015241527074405922,0.00010393209769617184,0.011497279269791117,0.002263827704356339,0.019156524616685666,0.0,0.004680013371466776,0.03469920978842722,0.004529974940564159,5.677140991796531e-05,0.0010078571722407339,0.0,0.002031227056923303,0.0,0.006385559360730594,0.0024415850770320093,0.0013870427093567589,0.0033504846236687806,0.011492798015340608,0.01867314942042772
Clostridium_OTU2,0.04170353188741959,0.010229501245561032,0.00012715635993726954,0.00648202710665881,0.005291309599125784,0.011608541102189963,0.008881935250932723,0.00965176304417279,0.00012518554285816477,0.03262290423415743,0.01611803661862096,0.00041572839078468735,0.004541864139020537,0.008963534018600098,0.006250689414273633,0.012126732898744627,0.01935148386138246,0.009845781289829212,0.024770288504786995,0.008629254307530728,0.025834053231313506,0.011013901865851241,0.002349371053790808,0.014961824211419316,0.014233732876712328,0.003906536123251214,0.0002600705080043923,0.001866698576044035,0.011619370680707794,0.011591445583624
Clostridium_OTU3,0.004734689973457041,0.00021201038850903695,0.0018649599457466197,0.022392457277548614,0.01570138609305803,0.00012428844863158418,0.02996750511493561,0.0034638731482571337,0.06824400450667954,0.008269394714407503,0.0028243085313595638,6.928806513078123e-05,0.021063717746182202,0.007984581497797356,0.0,0.0068319621964758465,0.009620027485792817,0.0036961509049197043,0.006843153633618197,0.0007096426239745664,0.0034966473322637706,5.6626744811574506e-05,0.00017130830600557977,0.0019794853338132084,0.009810216894977169,0.006641111409527065,0.001820493556030746,7.179609907861673e-05,0.029238285699820267,0.012384173625057253
Clostridium_OTU4,0.028288576962624646,0.0066253246409074045,0.007247912516424363,0.005941858181103909,0.003364582734226721,0.002784061249347486,0.006811890720905042,0.0010425249281162247,0.004900119820448164,0.023216822961068487,0.003944292948967667,0.00038108435821929674,0.012484641039143408,0.0006424375917767988,0.00014707504504173253,0.008910017364570583,0.0003714296326560933,0.010514912057099158,0.014875024095611386,0.0003973998694257572,0.02819943230902135,0.001472295365100937,0.000783123684596936,0.0005398596364945115,0.002925228310502283,0.0007813072246502429,0.007513148009015778,0.017398588010051452,0.048603903500999926,0.0348800338230631
Clostridium_OTU5,0.013080178866065663,0.00010600519425451848,0.0017801890391217735,0.002111569436260067,0.008684649450739058,0.0,0.011698158623179685,0.004607287585545896,0.0020208523347103745,0.02361466325660699,0.009203350214257888,0.00010393209769617184,0.0006582411795681938,0.020343857072931962,0.0017281317792403573,0.006063366449372313,0.008282880808230881,0.020424420086668366,0.005654436805243205,0.002128927871923699,0.009214694146200995,0.001245788385854639,0.001566247369193872,2.5707601737833877e-05,0.0014269406392694063,0.004443684840198256,0.000809108247124776,0.00011966016513102789,0.03161785180872339,0.010587323397808547
Streptococcus_OTU0,0.00040651378559984695,0.0019875973922722215,0.009028101555546137,0.0013749754468670202,0.0019267268648990624,0.0024857689726316837,0.013334938019015525,0.011299625027324242,0.023463347461416026,0.0007104290991759022,0.0016069341643942345,0.0,0.01369141653501843,0.0007036221243269702,0.030113615472294738,0.005550969284636625,0.010177171934776956,0.023451440224318124,0.00016063740923986377,0.0008231854438104971,0.008330248056275453,0.023132025255528186,0.0059957907101952914,2.5707601737833877e-05,0.023687214611872145,0.03239983397221476,0.0,0.015938733995452915,0.00015188719844062476,0.006746996441531903
Streptococcus_OTU1,0.03249719027236424,0.005936290878253034,0.0006781672529987708,0.0501374975446867,0.02846954621268764,0.01973700564269557,0.004091948489589601,0.013569638983706344,0.01012214532253161,0.012020460358056265,0.006330346708219712,0.00041572839078468735,0.004322450412497806,0.016856338717572198,0.03632753612530794,0.005522502775484642,0.0,0.0005098139179199592,0.0037267878943648396,0.0015612137727440461,0.0005347813566991649,0.023953113055296016,0.0005383975331603935,0.01246818684284943,0.008311929223744293,0.012427668042092927,0.00809108247124776,0.0004068445614454948,0.013821735058096854,0.024345558961350103
Streptococcus_OTU2,0.007843324804514695,0.07642974505750781,4.238545331242318e-05,0.003486544883127087,0.0004025996434117444,0.0002734345869894852,0.0029847153688771213,0.01901767247902339,0.03272707763292022,0.001534526854219949,0.008570315543435918,0.0007621687164385935,0.011606986133052484,0.0005506607929515419,0.05974923704820385,0.003928378262973611,0.014188611967462765,0.0009559010960999235,0.004401465013172267,0.0015328280677850633,0.0047924636965732854,0.01585548854724086,0.000783123684596936,0.01596442067919484,0.0002497146118721461,0.001098713284664404,0.0025140149107091255,0.012037812612181405,0.025567678404171835,0.001250748687594687
Streptococcus_OTU3,0.02451039001410842,0.0013515662267451105,0.006442588903488323,0.0008839127872716559,0.0021280266866049347,0.013572298590568993,0.008376459261042243,0.06532595718921827,0.002789849240839101,0.03671497584541063,0.11857226334242306,0.000623592586177031,0.009215376513954713,0.003579295154185022,0.04783615839982351,0.0046969740100771444,0.0025257215020614344,0.011534539892939077,3.2127481847972756e-05,0.002469556331431491,0.0228310502283105,0.052634559302358504,0.003793255347266409,0.010308748296871385,0.003852739726027397,0.011866103474375564,0.000982488585794371,4.7864066052411155e-05,0.002911171303445308,0.033259345382799566
Streptococcus_OTU4,0.03082330997871781,0.0013515662267451105,0.02492264654770483,0.005450795521508544,0.0006901708172772762,0.018295259638569192,0.004982549043206162,0.0007062265642077652,0.0003397893306150187,0.00039784029553850523,0.0,0.0002771522605231249,0.0002632964718272775,0.01789647577092511,0.06254366290399677,0.000654729710495602,0.008580024514355755,0.006054040275299516,0.029910685600462637,0.011524596213346958,0.003722900983174956,0.012627764092981116,0.002251480593216191,0.009871719067328208,0.005850456621004566,0.0012452083892863248,0.031006183898745883,0.011726696182840732,0.029845834493582767,0.020857555579043795
